date,precipitation,temp_max,temp_min
02-01-2014,4.1,10.6,6.1
03-01-2014,1.5,8.9,2.8
04-01-2014,0.0,7.8,0.6
05-01-2014,0.0,8.3,-0.5
06-01-2014,0.3,7.8,-0.5
07-01-2014,12.2,8.3,5.0
08-01-2014,9.7,10.0,7.2
09-01-2014,5.8,9.4,5.6
10-01-2014,4.3,12.8,8.3
11-01-2014,21.3,14.4,7.2
12-01-2014,1.5,11.1,5.6
13-01-2014,0.0,10.6,10.0
14-01-2014,0.0,11.1,7.2
15-01-2014,0.0,11.1,5.6
16-01-2014,0.0,6.7,4.4
17-01-2014,0.0,5.6,2.8
18-01-2014,0.0,9.4,0.6
19-01-2014,0.0,6.1,3.3
20-01-2014,0.0,10.0,2.8
21-01-2014,0.0,10.0,1.7
22-01-2014,0.5,9.4,5.6
23-01-2014,0.0,10.0,2.8
24-01-2014,0.0,12.8,1.1
25-01-2014,0.0,12.2,1.1
26-01-2014,0.0,8.3,0.6
27-01-2014,0.0,9.4,1.7
28-01-2014,8.9,11.1,6.1
29-01-2014,21.6,11.1,7.2
30-01-2014,0.0,8.3,6.1
31-01-2014,2.3,7.8,5.6
01-02-2014,2.0,7.8,2.8
02-02-2014,0.0,8.9,1.1
03-02-2014,0.0,5.0,0.0
04-02-2014,0.0,2.8,-2.1
05-02-2014,0.0,-0.5,-5.5
06-02-2014,0.0,-1.6,-6.0
07-02-2014,0.0,3.3,-4.9
08-02-2014,5.1,5.6,-0.5
09-02-2014,0.5,3.9,0.0
10-02-2014,18.3,10.0,2.2
11-02-2014,17.0,12.2,5.6
12-02-2014,4.6,12.2,7.2
13-02-2014,1.8,12.8,7.8
14-02-2014,9.4,11.7,6.1
15-02-2014,11.7,11.1,5.0
16-02-2014,26.4,9.4,3.9
17-02-2014,14.5,8.3,4.4
18-02-2014,15.2,8.9,5.0
19-02-2014,1.0,8.3,3.9
20-02-2014,3.0,10.0,5.6
21-02-2014,2.8,6.7,3.9
22-02-2014,2.5,5.6,2.8
23-02-2014,6.1,7.2,3.9
24-02-2014,13.0,6.7,3.3
25-02-2014,0.3,12.2,3.9
26-02-2014,0.0,13.9,5.6
27-02-2014,0.0,12.8,4.4
28-02-2014,0.0,14.4,4.4
01-03-2014,0.5,7.2,4.4
02-03-2014,19.1,11.1,2.8
03-03-2014,10.7,14.4,8.9
04-03-2014,16.5,13.9,7.8
05-03-2014,46.7,15.6,10.6
06-03-2014,3.0,13.3,10.0
07-03-2014,0.0,15.6,8.9
08-03-2014,32.3,12.8,6.7
09-03-2014,4.3,15.0,9.4
10-03-2014,18.8,12.2,6.1
11-03-2014,0.0,14.4,4.4
12-03-2014,0.0,16.1,3.3
13-03-2014,0.5,13.9,5.0
14-03-2014,6.9,14.4,8.3
15-03-2014,8.1,16.7,4.4
16-03-2014,27.7,10.6,4.4
17-03-2014,0.3,10.0,2.8
18-03-2014,0.0,10.0,3.3
19-03-2014,0.5,11.1,3.3
20-03-2014,0.0,11.1,1.7
21-03-2014,0.0,10.6,2.8
22-03-2014,0.0,11.1,1.1
23-03-2014,0.0,12.8,4.4
24-03-2014,0.0,18.9,2.8
25-03-2014,4.1,13.9,6.7
26-03-2014,3.6,11.1,5.6
27-03-2014,0.3,12.2,6.7
28-03-2014,22.1,11.7,7.2
29-03-2014,14.0,11.7,7.2
30-03-2014,0.0,11.1,5.0
31-03-2014,0.0,15.6,2.2
01-04-2014,0.0,14.4,6.7
02-04-2014,0.0,14.4,5.6
03-04-2014,2.5,13.3,6.1
04-04-2014,0.0,12.8,6.1
05-04-2014,4.6,11.7,7.8
06-04-2014,0.0,13.9,8.3
07-04-2014,0.0,21.1,9.4
08-04-2014,4.6,15.6,8.3
09-04-2014,0.0,14.4,6.7
10-04-2014,0.0,15.0,6.7
11-04-2014,0.0,17.2,5.0
12-04-2014,0.0,16.1,7.8
13-04-2014,0.0,20.6,5.6
14-04-2014,0.0,20.0,5.6
15-04-2014,0.5,14.4,7.8
16-04-2014,10.9,11.1,8.9
17-04-2014,18.5,11.7,7.2
18-04-2014,0.0,14.4,5.6
19-04-2014,13.7,11.7,5.6
20-04-2014,0.0,15.6,5.6
21-04-2014,5.1,17.2,7.8
22-04-2014,14.2,12.2,5.0
23-04-2014,8.9,11.7,6.1
24-04-2014,12.4,13.9,6.1
25-04-2014,0.0,14.4,5.6
26-04-2014,3.3,15.0,5.6
27-04-2014,6.9,11.1,6.1
28-04-2014,0.0,16.1,4.4
29-04-2014,0.0,25.0,9.4
30-04-2014,0.0,27.8,9.4
01-05-2014,0.0,29.4,11.1
02-05-2014,0.0,18.3,10.6
03-05-2014,33.3,15.0,8.9
04-05-2014,16.0,14.4,8.9
05-05-2014,5.1,15.6,9.4
06-05-2014,0.0,16.7,8.3
07-05-2014,0.0,18.3,7.2
08-05-2014,13.7,13.9,9.4
09-05-2014,2.0,13.3,7.2
10-05-2014,0.5,15.6,7.2
11-05-2014,0.0,18.9,8.3
12-05-2014,0.0,24.4,9.4
13-05-2014,0.0,26.7,12.8
14-05-2014,0.0,27.8,13.3
15-05-2014,0.0,26.7,12.8
16-05-2014,0.0,20.0,11.7
17-05-2014,0.0,20.0,11.7
18-05-2014,0.0,20.0,10.6
19-05-2014,0.0,21.1,10.0
20-05-2014,0.0,22.2,10.0
21-05-2014,0.0,20.0,10.6
22-05-2014,0.0,24.4,11.7
23-05-2014,3.8,20.0,12.8
24-05-2014,0.0,18.3,11.1
25-05-2014,5.6,15.0,10.6
26-05-2014,0.0,18.3,11.1
27-05-2014,0.0,20.0,10.0
28-05-2014,0.0,18.9,10.0
29-05-2014,0.0,18.9,11.1
30-05-2014,0.0,20.6,8.9
31-05-2014,0.0,23.3,10.0
01-06-2014,0.0,22.2,10.6
02-06-2014,0.0,23.3,11.1
03-06-2014,0.0,18.3,11.1
04-06-2014,0.0,19.4,10.0
05-06-2014,0.0,22.2,10.0
06-06-2014,0.0,25.0,10.6
07-06-2014,0.0,24.4,13.3
08-06-2014,0.0,23.3,12.2
09-06-2014,0.0,21.1,13.3
10-06-2014,0.0,20.0,12.2
11-06-2014,0.0,23.9,11.1
12-06-2014,1.8,21.7,12.2
13-06-2014,6.4,15.6,11.1
14-06-2014,0.0,17.8,11.7
15-06-2014,0.5,18.3,10.0
16-06-2014,3.6,17.8,8.9
17-06-2014,1.3,17.8,10.0
18-06-2014,0.0,18.9,11.1
19-06-2014,0.8,25.6,11.7
20-06-2014,0.3,20.0,10.0
21-06-2014,0.0,22.2,10.6
22-06-2014,0.0,25.0,11.1
23-06-2014,0.0,25.0,13.3
24-06-2014,0.0,24.4,14.4
25-06-2014,0.0,26.1,13.9
26-06-2014,0.0,21.1,14.4
27-06-2014,1.8,21.1,13.9
28-06-2014,2.3,20.0,13.3
29-06-2014,0.0,20.6,12.8
30-06-2014,0.0,25.6,12.8
01-07-2014,0.0,34.4,15.6
02-07-2014,0.0,27.2,14.4
03-07-2014,0.0,21.7,13.9
04-07-2014,0.0,23.9,13.9
05-07-2014,0.0,24.4,13.3
06-07-2014,0.0,28.9,15.0
07-07-2014,0.0,27.2,17.8
08-07-2014,0.0,30.0,15.6
09-07-2014,0.0,26.7,13.9
10-07-2014,0.0,28.9,12.8
11-07-2014,0.0,31.1,15.0
12-07-2014,0.0,32.2,16.7
13-07-2014,0.0,29.4,15.0
14-07-2014,0.0,27.8,15.0
15-07-2014,0.0,31.1,13.9
16-07-2014,0.0,31.1,14.4
17-07-2014,0.0,26.7,13.9
18-07-2014,0.0,23.9,11.7
19-07-2014,0.0,25.6,15.0
20-07-2014,0.0,19.4,14.4
21-07-2014,0.0,23.9,13.3
22-07-2014,0.3,21.1,13.3
23-07-2014,19.3,18.9,13.3
24-07-2014,0.0,20.6,12.8
25-07-2014,0.0,22.8,12.2
26-07-2014,0.0,26.1,13.3
27-07-2014,0.0,28.3,15.0
28-07-2014,0.0,30.6,15.0
29-07-2014,0.0,30.0,15.6
30-07-2014,0.0,29.4,14.4
31-07-2014,0.0,30.6,17.8
01-08-2014,0.0,28.9,15.0
02-08-2014,0.5,29.4,15.6
03-08-2014,0.0,31.7,14.4
04-08-2014,0.0,32.8,16.1
05-08-2014,0.0,25.0,13.9
06-08-2014,0.0,26.1,15.0
07-08-2014,0.0,25.6,13.3
08-08-2014,0.0,25.6,13.3
09-08-2014,0.0,27.2,15.6
10-08-2014,0.0,30.6,13.9
11-08-2014,0.5,35.6,17.8
12-08-2014,12.7,27.2,17.2
13-08-2014,21.6,23.3,15.0
14-08-2014,0.0,21.1,17.2
15-08-2014,1.0,24.4,16.7
16-08-2014,0.0,25.6,15.6
17-08-2014,0.0,27.8,15.0
18-08-2014,0.0,29.4,15.6
19-08-2014,0.0,27.2,15.6
20-08-2014,0.0,21.7,13.9
21-08-2014,0.0,21.1,11.1
22-08-2014,0.0,23.9,13.3
23-08-2014,0.0,27.8,13.9
24-08-2014,0.0,25.0,13.3
25-08-2014,0.0,28.9,14.4
26-08-2014,0.0,31.1,15.6
27-08-2014,0.0,28.9,16.1
28-08-2014,0.0,23.3,14.4
29-08-2014,0.0,22.8,15.0
30-08-2014,8.4,17.8,15.0
31-08-2014,1.3,21.1,13.9
01-09-2014,0.0,23.3,12.8
02-09-2014,3.0,20.0,13.9
03-09-2014,0.0,20.6,12.8
04-09-2014,0.0,23.9,11.1
05-09-2014,0.0,27.8,13.9
06-09-2014,0.0,32.2,15.0
07-09-2014,0.0,28.3,13.3
08-09-2014,0.0,21.1,13.3
09-09-2014,0.0,21.7,13.3
10-09-2014,0.0,22.2,12.2
11-09-2014,0.0,24.4,12.8
12-09-2014,0.0,24.4,12.8
13-09-2014,0.0,28.3,10.0
14-09-2014,0.0,30.0,11.7
15-09-2014,0.0,30.6,12.2
16-09-2014,0.0,22.2,13.9
17-09-2014,0.5,22.8,14.4
18-09-2014,0.3,19.4,15.0
19-09-2014,0.0,23.9,16.1
20-09-2014,0.0,24.4,14.4
21-09-2014,0.0,26.1,12.8
22-09-2014,0.3,22.2,15.0
23-09-2014,18.3,18.9,14.4
24-09-2014,20.3,18.9,14.4
25-09-2014,4.3,21.7,14.4
26-09-2014,8.9,20.0,13.9
27-09-2014,0.0,20.6,11.7
28-09-2014,0.0,18.9,12.2
29-09-2014,0.8,16.7,11.1
30-09-2014,0.0,19.4,12.2
01-10-2014,0.0,18.3,11.1
02-10-2014,0.0,19.4,10.0
03-10-2014,0.0,22.2,8.9
04-10-2014,0.0,21.7,12.2
05-10-2014,0.0,23.9,11.7
06-10-2014,0.0,25.6,13.3
07-10-2014,0.0,18.9,13.9
08-10-2014,0.0,20.6,12.8
09-10-2014,0.0,17.2,11.1
10-10-2014,0.3,18.3,10.0
11-10-2014,7.4,18.3,11.7
12-10-2014,0.0,17.8,11.7
13-10-2014,7.6,21.1,10.0
14-10-2014,7.1,16.7,11.7
15-10-2014,8.6,16.1,11.7
16-10-2014,0.0,20.6,11.1
17-10-2014,3.3,16.7,11.7
18-10-2014,15.0,19.4,13.9
19-10-2014,0.0,22.2,12.8
20-10-2014,11.7,16.1,12.2
21-10-2014,1.0,16.1,11.7
22-10-2014,32.0,15.6,11.7
23-10-2014,9.4,14.4,8.3
24-10-2014,4.1,14.4,8.9
25-10-2014,6.1,16.7,8.3
26-10-2014,1.5,12.8,7.8
27-10-2014,0.8,15.6,6.7
28-10-2014,12.7,15.0,9.4
29-10-2014,0.5,16.7,11.7
30-10-2014,25.4,15.6,11.1
31-10-2014,17.0,12.8,8.3
01-11-2014,0.0,11.1,7.2
02-11-2014,1.8,13.3,7.2
03-11-2014,10.9,13.9,11.1
04-11-2014,4.1,14.4,10.6
05-11-2014,4.8,15.0,10.6
06-11-2014,4.1,16.7,10.6
07-11-2014,0.0,14.4,7.2
08-11-2014,0.0,12.8,3.9
09-11-2014,5.1,13.3,7.8
10-11-2014,0.0,11.1,5.6
11-11-2014,0.0,7.8,1.1
12-11-2014,0.0,6.7,0.0
13-11-2014,0.0,7.2,0.6
14-11-2014,0.0,7.2,-2.1
15-11-2014,0.0,8.3,-1.6
16-11-2014,0.0,9.4,-2.1
17-11-2014,0.0,10.6,-2.1
18-11-2014,0.0,7.2,-0.5
19-11-2014,0.0,11.1,2.2
20-11-2014,3.6,11.1,5.6
21-11-2014,15.2,11.1,8.3
22-11-2014,0.5,9.4,6.7
23-11-2014,11.9,12.8,5.6
24-11-2014,1.3,11.7,4.4
25-11-2014,18.3,13.9,9.4
26-11-2014,0.3,15.0,12.2
27-11-2014,3.3,14.4,11.7
28-11-2014,34.3,12.8,3.3
29-11-2014,3.6,4.4,-4.3
30-11-2014,0.0,2.8,-4.9
01-12-2014,0.0,4.4,-3.2
02-12-2014,0.0,5.6,-3.2
03-12-2014,0.0,10.0,0.0
04-12-2014,0.8,8.3,3.9
05-12-2014,3.0,12.8,6.7
06-12-2014,7.4,11.7,7.8
07-12-2014,0.0,14.4,6.1
08-12-2014,9.1,14.4,8.9
09-12-2014,9.9,16.1,10.6
10-12-2014,13.0,18.9,10.0
11-12-2014,6.9,14.4,8.3
12-12-2014,0.0,11.1,7.2
13-12-2014,0.0,10.0,3.9
14-12-2014,0.0,12.8,1.7
15-12-2014,0.0,12.2,6.7
16-12-2014,0.0,10.0,8.3
17-12-2014,2.8,8.9,6.1
18-12-2014,13.0,9.4,6.7
19-12-2014,3.0,11.1,7.2
20-12-2014,19.6,12.8,6.7
21-12-2014,0.0,12.8,10.0
22-12-2014,0.0,10.6,6.1
23-12-2014,20.6,12.2,5.0
24-12-2014,5.3,7.2,3.9
25-12-2014,0.0,7.8,2.8
26-12-2014,0.0,5.6,1.7
27-12-2014,3.3,9.4,4.4
28-12-2014,4.1,6.7,2.8
29-12-2014,0.0,6.1,0.6
30-12-2014,0.0,3.3,-2.1
31-12-2014,0.0,3.3,-2.7
01-01-2015,0.0,5.6,-3.2
02-01-2015,1.5,5.6,0.0
03-01-2015,0.0,5.0,1.7
04-01-2015,10.2,10.6,3.3
05-01-2015,8.1,12.2,9.4
06-01-2015,0.0,12.2,6.1
07-01-2015,0.0,7.8,5.6
08-01-2015,0.0,7.8,1.7
09-01-2015,0.3,10.0,3.3
10-01-2015,5.8,7.8,6.1
11-01-2015,1.5,9.4,7.2
12-01-2015,0.0,11.1,4.4
13-01-2015,0.0,9.4,2.8
14-01-2015,0.0,6.1,0.6
15-01-2015,9.7,7.8,1.1
16-01-2015,0.0,11.7,5.6
17-01-2015,26.2,13.3,3.3
18-01-2015,21.3,13.9,7.2
19-01-2015,0.5,10.0,6.1
20-01-2015,0.0,10.0,3.3
21-01-2015,0.0,7.2,-0.5
22-01-2015,0.8,9.4,6.1
23-01-2015,5.8,12.2,8.3
24-01-2015,0.5,14.4,11.1
25-01-2015,0.0,17.2,7.2
26-01-2015,0.0,16.1,6.1
27-01-2015,0.8,11.1,8.3
28-01-2015,0.0,12.2,5.0
29-01-2015,0.0,12.2,3.3
30-01-2015,0.0,8.3,1.1
31-01-2015,0.0,7.2,3.3
01-02-2015,1.5,9.4,4.4
02-02-2015,7.4,11.1,5.0
03-02-2015,1.3,10.0,5.6
04-02-2015,8.4,10.6,4.4
05-02-2015,26.2,13.3,8.3
06-02-2015,17.3,14.4,10.0
07-02-2015,23.6,12.2,9.4
08-02-2015,3.6,15.0,8.3
09-02-2015,6.1,13.3,8.3
10-02-2015,0.3,12.8,8.3
11-02-2015,0.0,12.8,5.6
12-02-2015,1.0,16.7,9.4
13-02-2015,0.0,15.6,6.7
14-02-2015,0.3,14.4,6.7
15-02-2015,0.0,12.2,3.9
16-02-2015,0.0,15.0,5.6
17-02-2015,0.0,16.1,4.4
18-02-2015,0.0,12.2,4.4
19-02-2015,4.6,10.6,8.3
20-02-2015,0.8,11.1,7.2
21-02-2015,0.0,12.2,5.6
22-02-2015,0.0,11.7,3.3
23-02-2015,0.0,12.8,0.6
24-02-2015,0.0,11.1,2.2
25-02-2015,4.1,10.0,6.7
26-02-2015,9.4,11.7,7.8
27-02-2015,18.3,10.0,6.7
28-02-2015,0.0,12.2,3.3
01-03-2015,0.0,11.1,1.1
02-03-2015,0.0,11.1,4.4
03-03-2015,0.0,10.6,0.0
04-03-2015,0.0,12.8,-0.5
05-03-2015,0.0,13.3,2.8
06-03-2015,0.0,15.0,3.3
07-03-2015,0.0,16.7,3.9
08-03-2015,0.0,17.2,3.9
09-03-2015,0.0,14.4,4.4
10-03-2015,0.8,13.3,5.0
11-03-2015,2.5,14.4,8.9
12-03-2015,0.0,17.8,9.4
13-03-2015,2.0,17.2,7.8
14-03-2015,17.0,13.9,9.4
15-03-2015,55.9,10.6,6.1
16-03-2015,1.0,13.9,6.1
17-03-2015,0.8,13.3,4.4
18-03-2015,0.0,15.6,7.2
19-03-2015,0.0,15.6,8.3
20-03-2015,4.1,13.9,8.9
21-03-2015,3.8,13.3,8.3
22-03-2015,1.0,11.7,6.1
23-03-2015,8.1,11.1,5.6
24-03-2015,7.6,12.8,6.1
25-03-2015,5.1,14.4,7.2
26-03-2015,0.0,20.6,10.0
27-03-2015,1.0,18.3,8.9
28-03-2015,0.0,15.6,9.4
29-03-2015,0.0,15.6,8.9
30-03-2015,1.8,17.8,10.6
31-03-2015,1.0,12.8,6.1
01-04-2015,5.1,12.8,5.6
02-04-2015,0.0,13.3,5.6
03-04-2015,1.5,11.1,5.0
04-04-2015,0.0,12.8,3.9
05-04-2015,0.0,16.7,2.8
06-04-2015,1.0,13.9,6.7
07-04-2015,0.5,14.4,6.7
08-04-2015,0.0,17.2,6.1
09-04-2015,0.0,17.2,6.1
10-04-2015,10.9,13.9,7.8
11-04-2015,0.0,11.7,5.6
12-04-2015,0.0,13.3,5.6
13-04-2015,14.0,11.7,3.9
14-04-2015,3.3,11.7,2.8
15-04-2015,0.0,13.9,3.3
16-04-2015,0.0,17.8,3.9
17-04-2015,0.0,18.9,6.1
18-04-2015,0.0,18.9,8.3
19-04-2015,0.0,21.1,8.3
20-04-2015,0.0,22.8,7.8
21-04-2015,5.6,17.2,6.7
22-04-2015,0.0,15.6,5.0
23-04-2015,3.0,12.2,6.7
24-04-2015,3.3,12.2,6.1
25-04-2015,1.3,13.3,5.6
26-04-2015,0.0,15.6,4.4
27-04-2015,0.3,25.0,10.6
28-04-2015,1.8,15.6,8.9
29-04-2015,0.0,16.1,7.2
30-04-2015,0.0,17.2,7.8
01-05-2015,0.0,18.3,8.9
02-05-2015,0.0,18.3,7.8
03-05-2015,0.0,20.6,7.8
04-05-2015,0.0,17.2,7.2
05-05-2015,6.1,14.4,7.2
06-05-2015,0.0,16.7,7.2
07-05-2015,0.0,20.6,6.1
08-05-2015,0.0,23.9,8.3
09-05-2015,0.0,26.7,9.4
10-05-2015,0.0,19.4,11.1
11-05-2015,0.0,13.9,10.0
12-05-2015,4.3,15.6,10.6
13-05-2015,4.1,12.2,10.0
14-05-2015,0.3,17.8,9.4
15-05-2015,0.0,20.0,9.4
16-05-2015,0.0,15.6,11.1
17-05-2015,0.0,19.4,10.6
18-05-2015,0.0,25.6,12.2
19-05-2015,0.0,21.7,11.7
20-05-2015,0.0,23.3,10.6
21-05-2015,0.0,25.6,11.7
22-05-2015,0.0,16.7,11.7
23-05-2015,0.0,16.1,11.7
24-05-2015,0.0,17.8,11.1
25-05-2015,0.0,15.6,11.1
26-05-2015,0.0,21.7,11.7
27-05-2015,0.0,24.4,11.7
28-05-2015,0.0,27.8,12.2
29-05-2015,0.0,26.1,12.8
30-05-2015,0.0,22.8,10.0
31-05-2015,0.0,25.0,11.7
01-06-2015,4.6,16.1,11.7
02-06-2015,0.5,17.8,12.8
03-06-2015,0.0,20.0,11.7
04-06-2015,0.0,22.8,11.7
05-06-2015,0.0,26.7,12.8
06-06-2015,0.0,29.4,13.3
07-06-2015,0.0,31.1,15.6
08-06-2015,0.0,30.6,14.4
09-06-2015,0.0,28.9,14.4
10-06-2015,0.0,25.6,11.1
11-06-2015,0.0,24.4,11.1
12-06-2015,0.0,20.0,11.7
13-06-2015,0.0,23.9,9.4
14-06-2015,0.0,27.8,11.7
15-06-2015,0.0,30.0,16.1
16-06-2015,0.0,22.8,11.1
17-06-2015,0.0,25.0,11.1
18-06-2015,0.0,24.4,13.9
19-06-2015,0.5,23.9,13.3
20-06-2015,0.0,25.0,12.8
21-06-2015,0.0,25.6,13.9
22-06-2015,0.0,25.0,12.8
23-06-2015,0.0,26.1,11.7
24-06-2015,0.0,25.6,16.1
25-06-2015,0.0,30.6,15.6
26-06-2015,0.0,31.7,17.8
27-06-2015,0.0,33.3,17.2
28-06-2015,0.3,28.3,18.3
29-06-2015,0.0,28.9,17.2
30-06-2015,0.0,30.6,15.0
01-07-2015,0.0,32.2,17.2
02-07-2015,0.0,33.9,17.8
03-07-2015,0.0,33.3,17.8
04-07-2015,0.0,33.3,15.0
05-07-2015,0.0,32.8,16.7
06-07-2015,0.0,29.4,15.6
07-07-2015,0.0,27.2,13.9
08-07-2015,0.0,30.0,14.4
09-07-2015,0.0,28.9,14.4
10-07-2015,0.0,21.1,16.7
11-07-2015,0.0,22.2,16.7
12-07-2015,0.0,26.1,16.7
13-07-2015,0.0,25.6,16.1
14-07-2015,0.0,27.8,16.1
15-07-2015,0.0,26.1,14.4
16-07-2015,0.0,26.1,15.0
17-07-2015,0.0,27.8,13.9
18-07-2015,0.0,33.3,17.8
19-07-2015,0.0,35.0,17.2
20-07-2015,0.0,26.7,16.7
21-07-2015,0.0,23.9,15.0
22-07-2015,0.0,23.9,13.9
23-07-2015,0.0,26.1,14.4
24-07-2015,0.3,22.8,13.3
25-07-2015,0.0,21.1,14.4
26-07-2015,2.0,22.2,13.9
27-07-2015,0.0,23.3,12.2
28-07-2015,0.0,27.8,13.9
29-07-2015,0.0,32.2,14.4
30-07-2015,0.0,34.4,17.2
31-07-2015,0.0,34.4,17.8
01-08-2015,0.0,33.3,15.6
02-08-2015,0.0,30.6,16.1
03-08-2015,0.0,28.3,17.2
04-08-2015,0.0,26.1,14.4
05-08-2015,0.0,23.3,12.2
06-08-2015,0.0,25.0,15.0
07-08-2015,0.0,28.3,15.6
08-08-2015,0.0,25.0,15.6
09-08-2015,0.0,28.3,15.0
10-08-2015,0.0,28.9,16.1
11-08-2015,0.0,30.0,16.7
12-08-2015,7.6,28.3,16.7
13-08-2015,0.0,28.3,15.6
14-08-2015,30.5,18.3,15.0
15-08-2015,0.0,21.7,13.9
16-08-2015,0.0,25.0,14.4
17-08-2015,0.0,27.2,13.9
18-08-2015,0.0,30.0,15.0
19-08-2015,0.0,31.7,16.1
20-08-2015,2.0,22.8,14.4
21-08-2015,0.0,22.2,14.4
22-08-2015,0.0,26.7,12.2
23-08-2015,0.0,27.8,13.9
24-08-2015,0.0,23.9,12.2
25-08-2015,0.0,25.6,12.2
26-08-2015,0.0,28.3,13.9
27-08-2015,0.0,29.4,14.4
28-08-2015,0.5,23.3,15.6
29-08-2015,32.5,22.2,13.3
30-08-2015,10.2,20.0,12.8
31-08-2015,0.0,18.9,16.1
01-09-2015,5.8,19.4,13.9
02-09-2015,0.0,19.4,11.1
03-09-2015,0.0,18.3,10.6
04-09-2015,0.0,18.3,10.0
05-09-2015,0.3,20.6,8.9
06-09-2015,5.3,16.1,11.7
07-09-2015,0.3,21.1,13.3
08-09-2015,0.0,22.8,13.3
09-09-2015,0.0,24.4,13.9
10-09-2015,0.0,25.0,14.4
11-09-2015,0.0,27.2,15.0
12-09-2015,0.0,26.7,14.4
13-09-2015,0.5,20.6,12.8
14-09-2015,0.0,16.7,10.6
15-09-2015,0.0,17.8,10.0
16-09-2015,1.0,20.0,10.0
17-09-2015,1.8,18.3,12.8
18-09-2015,0.0,19.4,12.8
19-09-2015,0.0,21.1,14.4
20-09-2015,4.1,22.8,12.2
21-09-2015,0.0,18.3,9.4
22-09-2015,0.0,18.9,7.8
23-09-2015,0.0,20.6,8.3
24-09-2015,0.0,22.2,11.1
25-09-2015,2.0,15.6,12.8
26-09-2015,0.0,18.3,10.0
27-09-2015,0.0,17.8,7.2
28-09-2015,0.0,21.1,9.4
29-09-2015,0.0,21.7,8.9
30-09-2015,0.0,18.3,10.0
01-10-2015,0.0,21.1,9.4
02-10-2015,0.0,15.6,10.0
03-10-2015,0.0,19.4,11.1
04-10-2015,0.0,22.8,10.0
05-10-2015,0.0,23.3,9.4
06-10-2015,0.0,18.3,10.0
07-10-2015,9.9,16.1,13.9
08-10-2015,0.0,18.9,13.3
09-10-2015,0.3,19.4,12.2
10-10-2015,28.7,21.1,13.3
11-10-2015,0.0,17.8,10.6
12-10-2015,4.6,18.3,10.6
13-10-2015,1.3,16.7,9.4
14-10-2015,0.0,15.0,10.0
15-10-2015,0.0,21.1,9.4
16-10-2015,0.0,20.0,8.9
17-10-2015,0.3,19.4,11.7
18-10-2015,3.8,15.0,12.8
19-10-2015,0.3,17.2,12.2
20-10-2015,0.0,17.8,10.6
21-10-2015,0.0,16.1,8.3
22-10-2015,0.0,16.1,8.9
23-10-2015,0.0,12.8,7.2
24-10-2015,0.0,15.0,8.9
25-10-2015,8.9,19.4,8.9
26-10-2015,6.9,12.2,10.0
27-10-2015,0.0,16.1,7.8
28-10-2015,3.3,13.9,11.1
29-10-2015,1.8,15.0,12.2
30-10-2015,19.3,17.2,11.7
31-10-2015,33.0,15.6,11.7
01-11-2015,26.2,12.2,8.9
02-11-2015,0.3,11.1,7.2
03-11-2015,0.8,10.6,5.0
04-11-2015,0.0,10.0,3.3
05-11-2015,1.3,11.7,7.8
06-11-2015,0.0,15.6,8.3
07-11-2015,12.7,12.2,9.4
08-11-2015,6.6,11.1,7.8
09-11-2015,3.3,10.0,5.0
10-11-2015,1.3,11.1,3.9
11-11-2015,1.5,11.1,6.1
12-11-2015,9.9,11.1,5.0
13-11-2015,33.5,13.3,9.4
14-11-2015,47.2,9.4,6.1
15-11-2015,22.4,8.9,2.2
16-11-2015,2.0,8.9,1.7
17-11-2015,29.5,13.3,6.7
18-11-2015,1.5,8.9,3.3
19-11-2015,2.0,8.9,2.8
20-11-2015,0.0,8.3,0.6
21-11-2015,0.0,8.9,0.6
22-11-2015,0.0,10.0,1.7
23-11-2015,3.0,6.7,0.0
24-11-2015,7.1,6.7,2.8
25-11-2015,0.0,7.2,0.0
26-11-2015,0.0,9.4,-1.0
27-11-2015,0.0,9.4,-1.6
28-11-2015,0.0,7.2,-2.7
29-11-2015,0.0,1.7,-2.1
30-11-2015,0.5,5.6,-3.8
01-12-2015,12.2,10.0,3.9
02-12-2015,2.5,10.6,4.4
03-12-2015,12.7,15.6,7.8
04-12-2015,2.0,10.6,6.1
05-12-2015,15.7,10.0,6.1
06-12-2015,11.2,12.8,7.2
07-12-2015,27.4,11.1,8.3
08-12-2015,54.1,15.6,10.0
09-12-2015,13.5,12.2,7.8
10-12-2015,9.4,11.7,6.1
11-12-2015,0.3,9.4,4.4
12-12-2015,16.0,8.9,5.6
13-12-2015,1.3,7.8,6.1
14-12-2015,0.0,7.8,1.7
15-12-2015,1.5,6.7,1.1
16-12-2015,3.6,6.1,2.8
17-12-2015,21.8,6.7,3.9
18-12-2015,18.5,8.9,4.4
19-12-2015,0.0,8.3,2.8
20-12-2015,4.3,7.8,4.4
21-12-2015,27.4,5.6,2.8
22-12-2015,4.6,7.8,2.8
23-12-2015,6.1,5.0,2.8
24-12-2015,2.5,5.6,2.2
25-12-2015,5.8,5.0,2.2
26-12-2015,0.0,4.4,0.0
27-12-2015,8.6,4.4,1.7
28-12-2015,1.5,5.0,1.7
29-12-2015,0.0,7.2,0.6
30-12-2015,0.0,5.6,-1.0
31-12-2015,0.0,5.6,-2.1
